feature1,feature2,feature3,target
-3.3615903502269093,-1.8230082914093964,0.6988803916349624,-2.9494302056003856
-5.62612623144679,-2.5584583425572136,2.1317031863856593,-2.5575153865050475
-4.342572658638687,-2.8435928774576973,1.3149805044982665,-1.713506656748966
-6.579803766021134,-4.860344449068542,0.1725436635831831,-5.645884898499937
-5.938319691039789,-4.169610939823849,-0.0413572102533588,-3.1888450892728146
-4.324575017774321,-3.9117404648865834,-1.1119195313252999,-2.7230740896606966
-3.616816001480358,-2.8791277665807793,-0.5952411175982141,-1.839963316569667
-3.9427669811401285,-2.964578105854642,-0.36738293323709914,-1.7317706909171013
-3.9172879098983153,-3.0041457358961168,-3.0239207761603675,-1.6127352258353662
-3.7236699094682373,-2.5303915006109046,-1.3124432274478526,-2.9880894347583187
-4.461257520010872,-3.5340902301987107,-0.8038603305129437,-3.1347424071398473
-3.208770469857075,-1.6856239952377168,-2.1901002889633694,-2.7541524051152937
-2.4094071414683675,-1.6864814665687586,-1.0255945893470282,-1.808848541418521
-0.3135005372044737,-0.22410053661243876,1.2225635291873518,1.3281041641097444
-0.4198311462558155,-0.4578291606355298,-1.4823767817367874,-1.7747784473034935
-1.8997063231842573,-1.2521990842994906,-0.6999541627123941,-2.0619804871890834
0.8240839693947938,0.989407910910173,-1.4880570836613911,1.4056568348647795
0.7515838874052043,0.09254361332819278,-0.18178282614784538,1.10360731861166
1.0865274355183159,0.43151096032519276,0.5112146984469984,0.4229381674792309
2.982299052264259,1.9357463221966489,0.6688992668054453,2.7211772512724677
3.9797678930045253,2.11290206336656,-0.1316613309589626,2.571480220633992
4.420206380578563,2.684515536544245,1.4813617713254519,4.278223120054064
3.1435180064208046,1.9623521677222338,3.080457151435353,2.77395242419136
4.11335383802773,3.3165422769757744,2.3516697532644217,4.2145544615667845
5.132903058913641,3.724312805740511,3.079078104357043,6.2400497600579925
6.089680389452456,4.35957122830049,2.0142832314549834,4.943772217587872
4.876108343630476,3.83872482162532,3.0499002394237102,4.095934617512855
5.335777276979626,3.66635819968604,2.540563039684138,4.630634628779783
4.50379866813533,3.3478914926591754,1.1861801855979706,2.9776018495212284
4.423927018060687,3.045138036176233,2.25155499354877,5.308632032692934
6.363962076037641,4.587454627926163,0.6665645492774076,4.46189191766535
6.761522610046592,4.441686498226823,0.6921197251152109,4.213882593496418
5.112125140749762,2.359079019386619,1.1373622960422702,2.4863170830797605
5.895172525402099,4.059481186688317,0.8413011999154333,4.86698887876576
4.894202238926577,4.137315635298574,-1.058289391612436,3.834918950284214
3.4676157750383174,2.890438743647618,0.7809517824329824,2.1960543187689643
4.00032186697078,3.2829240491751315,-0.07799372169952501,3.1908148096726654
4.656804936974542,3.877828816785288,-1.6879896483286003,1.5911198740122325
2.5247967243134384,1.8116865025001254,-2.7956187851990695,1.0930807293591767
3.538093091638284,2.5753230178495965,-1.606995494366632,2.27705650097237
-1.2530789362682249,-1.1859812031049324,-2.0322389153287714,-0.05852087677883078
1.5719025043752257,0.942295325049133,-1.511859542946977,-0.036055562402408925
0.22038090041665537,0.46215220517722955,-1.9394118626231784,-1.2576294367189618
-0.7724567862901415,0.061222468181309164,-3.449547776030213,-1.866284163400185
-0.9688619868878842,-0.7479265286620187,-1.616380927051054,-2.1226691118015597
-3.6063372851094706,-2.749530732002335,-1.2488803237860284,-1.647764864983926
-2.358598149299876,-1.6507547250816146,0.03366102477405564,-0.27387672128577245
-2.2556229581316933,-1.2783326962276278,-0.9112336633609459,-1.3213007804135204
-1.5546721691374252,-1.8101979264629686,1.8796177468372532,0.19150225134042265
-3.9099098457837256,-3.885027368617227,-1.2875836241164467,-3.138452718894443
-4.492628865223285,-3.4201086304020913,2.349201486552518,-2.482878513252529
-4.407039625060304,-3.695283950499292,1.200681029121896,-3.0224250706614093
-3.136034135941368,-2.449293993982613,2.62784608506127,-1.7030178241071967
-3.7913825324816726,-2.727857932145906,2.132835472808627,-3.1763356660888045
-4.6398938459083965,-3.474549896647384,3.4066464513106682,-2.0089845784764053
-3.5081688205300874,-1.7294844071356885,2.013933236914801,-1.537370889652061
-3.7582050321277287,-2.46737114018825,1.351379574822188,-1.4327284389491313
-2.6454902717972097,-1.7016060104526325,3.8317994887386746,-0.6209895430417489
-4.0036927213874325,-2.4914813329495016,2.173610269403062,-2.0602559489918066
-3.2502283604767173,-2.8445764112240863,2.3045924623741065,-2.4164993965316954
-2.8748436827756,-1.4928346842327853,3.043013126762511,-0.8539537414436781
-3.452441209594485,-2.454590989983869,0.4430447579055623,-1.538732356202828
-1.1526480934440049,-0.4716133567901971,1.6935248863891537,-1.1174138835239713
-0.6095674912435012,-0.9626258603905286,0.10416217007242234,-0.4847265021713884
-0.2583359791818174,-0.9577145684353043,0.14877371782032509,-0.21490669994641504
0.1287466988033329,0.49906751817484735,-0.05075502336560457,-0.3609682718534829
-0.4153707420504167,-0.10255475638653336,-2.0002218614469367,-1.1723829708435878
1.2160208450561563,0.40018881436055415,-1.612098255538148,0.4079385381770911
1.9207349192975036,0.9096829028709054,0.2430389036632452,0.2407058950055312
2.068345494201767,2.0105592381486215,-0.4258997267004031,1.7044979715571376
3.287482658842568,1.7065319147561333,-1.4989347787948468,0.8212620400756021
4.392977118276901,3.896420459421812,-1.231876541487107,3.663251827163191
6.368921430853976,4.007934634273848,-1.720537707104069,5.39047346387206
5.097144026710786,3.8871967815017414,0.06449247054277896,2.726894160484163
5.5591900182328375,3.7271237748884936,-1.27838656654406,3.6359389767678323
5.539689346563927,4.17937625813592,-0.561419120582873,2.956909124921809
3.9365113661767266,2.483500955266612,0.6960301441420678,3.4506007558877534
5.994922378194228,4.115049211699812,-0.8404054735958032,2.615928079705503
6.170363852082384,4.339714284155529,1.9097322579615876,4.848948011519956
8.583375754626644,5.5072693003479145,-0.7564044832080741,4.473402262658927
5.859075288862322,4.4717648749136885,2.817676119862692,4.447579180451697
6.206829923809379,4.0881741634307724,1.202324416048026,3.389353810618683
5.649423492624853,3.8402964871673877,1.6755624648924365,4.68064416049824
4.222961589890544,2.458898425619125,0.3130238175669511,1.9584707557629795
6.175389028393971,3.0416054904781236,1.9622961979075089,4.466862989967271
5.364668562330224,3.6597541123310724,1.5114886704407264,3.5293751092482806
4.929958208505422,4.6572784567602525,1.992353654626527,4.008541259485799
2.7093809157138353,2.2888687849486966,2.4239842356787316,2.6090572258573634
4.46341707435949,3.1147617621844454,3.394882529758109,3.1147943416208
1.0715983730319976,0.6186734465182644,2.4406373401505217,1.4236280813645315
2.4535232616218,1.728699229541283,2.2659378661188354,3.3772061530014064
3.4404556258099905,2.6818784956545985,0.5294806111544412,1.8247340479255443
-0.35720249295221185,-0.8404481527209707,0.36727989914716686,0.5922302387726431
-0.5397471654270448,0.1793378315355047,2.6427819448866186,1.7060429678784907
-0.46097139833575257,0.035010678885595226,-0.3042579612985491,-0.9011233032714152
-1.6222440246247758,-0.7764779543833756,1.6831742633074027,-1.6639150121296826
-3.189589692528495,-2.0134749153650824,-0.5930611988808605,-1.88724867697198
-2.0441725548374103,-1.4211124595391922,-0.6809732765742144,-1.923227720130733
-3.594869927605056,-2.1799783313401293,0.11233117148003602,-0.6779750188106566
-2.4180471968748956,-1.3967259709417377,0.109801506653455,-1.4007765595163368
-4.103559496563901,-3.0495120030652423,-1.397107761746698,-3.699789466563213
-1.8553481764582278,-1.5855446099692099,-1.7132430535215386,-2.6431182562622686
-4.334689545979683,-2.9833545345547843,-1.3322156499898243,-2.2391798507108396
-3.9421951583470336,-1.9850265350953298,-0.804133387053082,-2.9296178766527987
-2.7966164247716883,-2.577185035167132,-0.0367303018801407,-1.9947808681188641
-4.752300570077399,-4.060373031930399,-0.6390313537235646,-2.717166431547506
-3.1278226468716395,-2.107095432191889,0.31888629802314994,-2.296297567054694
-1.806992508047671,-1.2394509047053606,1.7253257435210436,-0.7620164469778122
-4.409122862071299,-2.9997151712647048,0.8822526857294777,-2.606241011196813
-2.2379323553466404,-1.4445760497883982,1.2357097825400878,-0.5451875047167001
-1.72285273539502,-1.3175980420939164,-0.18087683634017515,-0.7229241495676619
-0.7071033896850583,0.24995934652150031,-0.9057301368290696,-0.5978791038026284
-2.1857190813866647,-2.330455346208923,2.456636941947881,-1.0248685190436044
-1.6910793765076595,-1.5980040759454845,2.2582097574690216,-0.9686039470355186
0.7584921297926269,0.47931711078031514,2.0523082403704596,-0.19785502475277994
1.1603185054116647,-0.009371451788918406,2.944825405653955,1.403134431370537
1.7504928503458728,1.1374177930260754,2.689596270803092,3.284445844064703
2.48311437731849,2.568915146986952,3.8390754521015116,2.145159602845357
2.083424714245773,1.468840544120022,2.6732017835441813,1.3973407543442
3.6028764605843966,2.6373639752684195,1.6361107036797247,2.076673434182643
4.241840843807257,2.3392062080787897,3.098427451677011,3.86973879624823
3.7745748434359943,2.3340216863854573,1.5578689250538018,3.0749931222299103
6.848510040788195,4.606358838389768,1.9245706724222045,4.705942123924083
5.896399134790728,3.968621845975392,0.5166462203425067,3.1423236057821327
4.610336130307429,3.8680571887170845,-0.0688838120327454,3.2546349484777046
6.770688870963927,5.018327740037311,0.26113424143579694,3.2782761158889357
5.380600911248447,3.2106916594053967,-0.18717135645630828,3.3439308596631845
7.308520857385894,5.2392169893861285,-0.05343417735087963,5.44099525377213
7.768729221148762,5.687221329052526,-1.076679742059636,3.8278899088060374
5.799451323789649,4.629690445913387,-2.8484506990555984,2.002044889357914
7.514812382887769,6.050639011305624,-1.5690690850559976,5.994931649203964
6.818063508412274,4.265097359974657,-0.38118153285618417,3.635306384538325
7.006195422324583,4.498908040022039,-1.4236712807107164,4.929936439514925
7.788432610164019,4.823113897657505,-1.2384743177997457,4.370646196637533
5.287178097876074,3.584014738959761,0.20834251715604035,3.2917981735222943
4.358999365285955,3.2844787429233357,-1.2052344399766395,2.942588855740706
3.7494118318368455,3.1182555405803427,-1.692803218242898,1.4607542819799813
3.302958085543145,2.27409514805894,0.07633489172460128,2.242197973765554
3.4835210540092962,2.278540976179085,0.16676912221594847,1.927398511961111
3.314601410640932,2.396099983573022,0.10781060678204768,1.135033455478417
2.6433569671515587,1.4327784261910794,1.3126555328512017,2.156964779021421
2.577183249036046,2.8487976351726187,2.366505647246771,2.4089326382341945
1.1463357240563936,-0.0013955067195539073,2.2089726511498915,0.8846691623024201
1.9800846413330366,1.4784295383809878,2.810015061436135,1.0438592055942677
-0.32527959666134876,0.7841073919518755,4.530498613800628,2.5500706961790174
2.1014007960810437,1.4743804795367295,2.508416339910046,2.685068920356677
-0.5132589136973557,-0.45430075708889617,3.1783486346446694,1.2016030355386944
-2.46989308605972,-1.9076478716470178,2.352081838868477,-1.3119692917365706
-3.1034587119400507,-2.2626169392392392,1.890731195398228,-2.943962926262933
-1.9091672122668824,-0.6499928112485526,1.9481263353321312,1.058201120980895
-2.9075980476559407,-3.1412495890239116,1.7795026411960335,-1.8664789213264312
-2.191282087383675,-0.7671806105204098,2.28447579754713,-1.1729469360648739
-2.578198629069897,-2.5167176165740006,3.897109775450655,-0.6044119139797042
-3.1929625547982305,-2.3683999529759685,0.42801349025946744,-1.0654250024933762
-3.956927360209763,-2.9844713622961647,0.31431776784922894,-2.5671969237936287
-4.536283478329308,-2.8811217999451553,0.26384299813885315,-1.7340851374263144
-3.301797533542791,-3.110320449421827,0.3457988487097418,-1.4564815077238258
-1.7577364680066285,-0.9993291945636684,-0.11971040076292722,-1.943892355412314
-2.087545883379878,-0.44912730672248835,0.6260618051982241,-1.3747295439328473
-3.1683049925909446,-2.8994004971100664,-3.2884829858204094,-2.3382031868561897
-1.309554603792262,-0.8218351388493855,-3.3732250716632812,-3.8248604590783604
-0.6036088817335323,-0.7535173061117771,-1.5208781720101492,-1.0049587073670632
-1.3326258067097165,-0.7198944616002836,0.12100498607609556,-1.8994270990246995
0.28310234252212674,0.20774552847336475,-2.4077389468908,-0.7972259058949914
0.7947592826217278,0.2355880433130546,-3.635666328443654,-0.7476131251260166
0.2203635343478545,0.3981906164790351,0.22791819350149156,-0.002103824443829394
2.3577873603482784,2.5526252071371665,0.24365722370271575,1.4556390708729117
3.1974506941897474,2.142763590069174,-0.703242395549321,0.9754220156097281
4.34650067899954,3.4024294463737688,-0.18459652725624487,4.716830459471523
4.924424815458295,2.8004608918852245,0.254313206900627,4.507479143397384
3.071099002551484,1.6715511133770344,1.7485693062238319,1.3209721610534875
4.051101221547238,3.0719739940232555,1.398684723816992,4.310995968524137
5.997770796852096,4.94049757206445,2.8623251316932268,4.524291359508419
6.436352164791148,4.683253189746633,-0.20159267415450222,4.266631292454523
6.816687313816125,4.61515210440971,2.010239050157405,4.793918756691667
10.466866752984817,7.326452429801049,1.8752412405565628,6.6920164487602625
7.426173092168935,4.573117297533395,2.7936593216275076,6.056556996296056
8.157001893824042,6.012158988854512,2.4732474429774736,6.086077488834391
8.06413540563456,6.086061315105897,3.6849346951809676,5.895768157760737
7.771524893447156,5.214022258996469,0.8236972170898351,4.095770497259707
6.736167009003099,4.480295832422418,2.4537526890484744,4.161132506235908
7.664251801969038,5.497915376204351,2.63333642321171,4.3352011157803885
5.911310047792529,3.9195571654344725,3.5546814253118533,4.634818222079176
6.154821020770073,4.27530840722614,0.8122909554418469,3.2040266158701227
5.547202666049853,4.932902760818155,1.2054016778172232,4.0342990421457685
5.694609669029767,3.8627139179478385,-1.3268967813122634,4.394151026453882
7.453584828135878,5.038339303684503,-2.2919562043130286,5.131303294802939
2.751503177916821,1.602281321724195,0.6115131630639878,1.7884565092540992
4.746882953797899,3.694914053408497,-0.5135942823979633,2.9939067486981226
1.860733564634621,1.2119014086351831,0.46642177451322175,2.7889640020412747
2.3947343020320897,1.3516274922617497,-2.209698090437361,1.2951437167820772
3.338950596967371,2.9979174340136656,-0.3550978604712475,2.0338317076727015
1.6976138512739505,1.898131198148584,1.0425226390762399,0.463207625934283
-0.05119421375356792,-0.3360477324968501,-0.2723853069279383,0.10890785592448537
-0.2759264726833429,-1.126418506558648,-0.20145248315884823,0.10847883090771393
0.5608293784261171,0.896337409816743,-0.18470513189337817,-0.01344765777795276
-1.3692928931795116,-1.30081993810566,-1.420881457125911,-1.1252622957798375
-0.896276940061475,-0.23208105846164806,1.8925389469604563,-0.25746304567807604
-1.4869943739751363,-2.025947970638513,0.34008543365963284,-1.3660841002578281
-2.5432399751158936,-1.3339693134314707,1.878540182918318,-3.0048078500676576
-0.04019117300477104,-0.6337197857437303,0.22499968217863775,-0.359053596640463
-1.7713635591577552,-0.8745724318771664,0.9955403354922185,0.009734750979387807
-4.57657884030105,-3.1964686542925174,3.9533486119399526,-2.4661804565910592
-2.4336793273719293,-2.180545238858673,2.4557316997920458,-1.0807085450290428
-3.271920106909747,-2.493862231300213,4.470366391327742,-1.6687887912405743
-1.6690029188472235,-0.825142814714706,3.0730645424090923,0.10021832394745495
-3.1478033199084763,-2.150515097378316,1.3581022270421428,-1.8454946133142045
-2.228871703796993,-1.268003702421653,4.053362801199333,-1.0734025096121482
-1.2966523485296158,0.08056364828701179,2.447198597529593,1.1873771610031083
-0.5568110197088244,-1.1718885196517028,3.5317228022669367,0.9931909216308805
-2.183031936699222,-0.7195160682051432,2.583472080257805,-0.9631007896295776
-0.8234274973033185,-0.5242212793507164,0.6818817720571351,0.055852643854427564
-0.4237136816695407,-0.7459916013302426,2.0123287541204675,0.5024292576530203
-0.02395199599711373,-0.6819232100674745,3.640280068688108,1.1756570832585063
3.0020048044568064,2.0068431677312475,1.5239295319791657,0.9287746966873882
2.2683155431394146,2.04864593615982,0.5694482582446526,2.5719995922989685
1.2391160456649308,0.8036066717766844,1.3253434019569053,0.6524854335364529
4.054528114876305,3.593747145537087,0.12740725248538867,2.625212213256836
5.885605632836912,3.3943360979600583,-0.14849975848709834,5.615440349607171
5.403088023974538,3.776117142859149,-1.6537160874443033,3.310945892306251
3.429398404554561,1.774382160981633,-0.4524471756780132,1.5706233438881523
5.004692188596123,3.68510047332977,0.31044341641694495,1.6050373970033802
7.2496466788300715,5.5181963702297,-1.512357353567638,5.564949369877599
5.714896748260169,3.7900468269415915,0.8824049059617431,2.7569085785771783
7.245459055656304,3.7697144106458453,-0.4197400128950235,3.3098975399652093
7.888769315759433,5.62161259442985,-0.9310307242562585,4.625232614019876
6.428352109897683,4.718215752795133,1.2976320769202327,5.680253810027662
7.4619108975816415,5.425485005787997,0.40017177551182487,5.602319044269019
4.368866302072284,3.6760975073616757,1.8604579609508063,3.3730251307709938
6.595746000807067,4.081495360740423,1.2322982942767773,4.621530001062226
7.298868102250281,5.449315724300421,1.878207845219987,4.8160511514133715
6.1574993995109155,4.906503335896629,2.81856020433429,4.99663893010404
8.81654656626173,5.282288804379952,2.9591582703077224,6.173878671437115
5.46149824954944,3.9828746876440966,0.9575022082981497,4.59299690911483
6.092521727181962,4.012675293523537,2.045847175190806,5.126649335354884
6.243476106929537,4.329671938299852,4.230705186258426,5.465633823505885
7.080199550528487,5.129977927139109,3.2178634110984525,5.1421599014478145
3.6829062193291455,2.3344200714736254,2.7875638986961926,3.5805583229335767
5.723786515578329,3.668796521324024,1.828516900027727,3.957147840739234
3.9836824968438433,2.8056539565347025,1.903297667474045,2.1857448054226873
2.3851575167735564,1.125987292310088,0.6864625727557656,1.1971439686781438
3.2121034742632597,1.705559867541689,2.273719281298473,2.517838750696973
2.3323935277519414,1.9723621109046108,1.3995964081688523,2.7013558788914
0.9263336870169273,0.07403656333252107,0.6274690355499939,0.40649099313492937
1.0091793215666287,1.039581775551246,1.11281964829674,0.07837129315208757
-0.004081967370333561,0.2284382692677421,1.1409366421028544,0.40894811445874546
-0.025408916211111382,-0.8806896057430763,2.493197932209953,0.395659386603209
0.04939514487761065,-0.3042057247535001,-1.445144632280925,-0.2993300006607096
0.5534506022664138,0.9844701231101759,0.9513470545506295,1.5396787603963284
-2.6294551263369335,-2.331201354005694,0.5610106457298714,-0.91231127093238
0.4488981123261637,0.08202654747362079,-1.315387940844312,-0.5959471465701786
-3.8573703809982733,-2.469128820072843,-0.3717640454139689,-2.992999017217451
-2.2032213486790284,-1.150559689434022,-0.9839284508052257,-2.362125512239204
-1.5318164356567814,-1.1980409479819947,-0.20640233486646542,-0.524588953548646
-1.8291417744063254,-1.5791543394302485,1.3310970246546527,0.20746961427071853
-2.644135773464038,-1.1397101105755727,0.7123450199135948,-1.5305321354358057
-2.0634048318330453,-0.5749335503843421,0.9586083732334297,-0.9800810338393751
-2.1071361969889346,-0.9855663125013565,0.40665669129545146,0.08728753017199509
-1.8910043844542943,-1.2810439978354937,-0.2331135914596516,-0.8585992683170474
-0.07296411685793325,-0.45520774262101643,1.465588715994892,0.526877386179038
-0.12572004367838568,-0.5032262338531526,3.2946421436138054,-0.3554898681954878
-0.6818358567230111,-0.21602804707322898,0.9478321434103503,0.4315963321112882
1.4508315049246807,1.2247811638916182,1.763171844541021,0.7064898980593872
1.4366767574532227,1.7064730266904706,3.2293017249839644,1.0720455448209782
2.549412683014686,2.10981392437835,2.3324361304379346,2.0638917179344105
2.9929626741020874,1.343533720991552,2.6587717543523977,1.8634806318170256
2.17100498907792,2.045677301216003,3.076401418271823,2.176209650116693
3.076485127624541,1.654509275679972,2.095677797277463,1.1808064392372377
5.0107430409475215,3.315534492687089,2.362969069068839,4.522529601260837
5.4809930288568385,3.961795223325634,3.8364619055372113,5.440290051704154
5.427866776544409,4.797340488473068,1.5508914304867596,2.6800647598923764
6.106253644771155,5.829336829342489,0.9271278655051565,5.497317559087863
7.7604004254318735,5.735641827370403,1.518009009215992,4.842714158199087
6.33099482504312,4.34009806816999,2.4760124290451415,5.356015790724259
7.8487370086801125,5.761368730316353,1.134021265467818,5.384721981316591
7.411942609896201,5.632187539864258,0.46238493313449824,5.074659367459394
7.6376013782485455,5.185987151995385,0.5943587975156157,4.870647634339732
9.120213105630633,7.281754851897603,-1.5289686455773628,6.784160642408864
8.935549991129387,6.369920373386272,0.4366716650251405,4.921189633373213
8.933643278141997,6.502421839245094,0.1213441161184437,6.365913255010199
9.356915060797778,6.882802668585675,-0.7956036755633326,6.833910171344905
7.926286423108524,5.759193801483195,0.5809245117964166,5.9045355921439615
8.366088233625058,6.2757320137723465,-1.5037913004206493,7.026752804623917
7.081372870916618,4.64833441636817,0.8858180779683702,4.25776330340784
7.3567325663673895,4.870561919484157,0.1264596768453614,5.4448484756525755
6.482592475275761,3.987737616207185,-0.07981380259590254,3.8839191968607074
6.23592222645509,4.5848961738286755,0.5801263646316759,5.230839003662128
6.213925395945499,4.739216028917906,0.8797012454391515,4.358069883282159
4.242402080189931,3.1985678892088947,2.6212259698824,3.1614654602797096
6.565836711509753,5.433331914730596,0.7473777990642858,5.759703067622985
2.8606487863218417,1.999656141010766,1.4755147496032919,1.8197683000681835
2.0358113872122936,1.7594387988448617,3.6613028920724773,1.2152732503782933
3.7914447056785754,2.1081608559053455,2.3727262775338573,2.4341382446827025
2.818213258138659,1.7791994294598608,4.153567066081488,3.2836232273576127
2.063497053628799,1.792216816323048,5.166526898293901,3.8579374330077347
1.5095771387557075,1.481255052500567,3.199500174525979,2.011048667746186
0.3488269656907553,0.09719540215143754,4.331362326575305,2.3109474124603517
-1.0099899011292668,-0.7427925567195202,2.4576029201277567,-1.1361125624536745
-0.45676165568523275,-1.0786700323200678,4.241824213353006,0.14560610789781236
-1.5688013390221767,-1.2766755377188284,3.4824579747366697,-0.4346025738495741
-0.20901552891235087,0.2988807115212475,3.481299494877918,0.7996793692089601
-1.5523399629778987,-0.7990354660312458,2.029427927964612,-0.3259659057107853
-2.3769334504359567,-1.4135205546145648,0.6369505731827274,-0.7335391650800444
-1.9415194837943495,-1.3341767950655645,2.397308991284815,-1.000087894505876
-1.1972021878657337,-0.8345099521919254,-0.5824600790147607,-0.805351428604657
-2.085160806447426,-1.7897731342499217,0.7596155190075959,-1.3066793520737852
-2.1775029770422023,-1.174837873828274,1.6411818664199664,-1.6126109031647053
-0.8704480508382045,-0.3988271633920482,0.5586365231553363,-0.43904294799881294
-0.5566730564013609,-0.14366171548455298,2.0403086560399295,0.12219871711214997
-0.9295093892500659,-0.9136739938088363,0.9130182372965676,-0.5953995462114141
-0.45377383526178244,-1.39431314461887,-0.890193589793185,-0.866659966904453
0.7431236758952791,1.0687629290035432,-0.24768662014856124,0.6699336729629203
-0.3968527120059264,-0.5172156264083505,-0.27366590401204954,-0.7540191733341699
0.22191346220005714,-0.2760484584815203,-1.674267678631332,0.5917532919306697
1.518106342923254,1.4094138960032745,-0.8184329052342517,-0.0396553289005287
2.6498866804666266,1.6589143563670736,-0.15402211969757906,1.0252930802148146
3.8109075655979607,3.1976034879418833,-1.286220502855962,4.545940020683698
5.612022384771062,4.2369186441280915,1.1844594795017493,3.1934522652373105
5.621109059026279,4.276561002918633,1.3018712288116279,2.9877040420671337
5.210684233459945,2.964501107821694,0.30116302522373894,3.78472123342848
5.929752162605899,4.756798506517329,2.792246854027235,3.073146172811134
5.486396896824536,3.971103093394103,3.4908727446909444,4.268943899612535
6.964222393651057,4.690317105932638,3.3452956915826153,6.980283807493691
7.133907574958788,5.065429536142277,3.0789658135409175,4.160256083295821
8.124358187848163,4.798933115044553,4.208533067037052,4.395931543573151
7.286904318777758,5.305159428884766,4.431515561944301,4.680101456540688
8.874629095716939,5.697554612910821,4.107403569719688,7.289534299913073
10.054175166646019,6.361587473730445,2.936682951032857,7.882217796210928
8.501373493684499,5.189781852470204,3.913691680796383,5.785324928454659
9.0218453642403,6.871635942463172,4.628514639575373,7.717509308652928
9.24158024535456,6.154474474901797,2.561632154105984,7.603310464893541
8.00406210958993,6.3697073316712,4.9229393391324265,8.09163437624786
8.408227744140525,5.617858689372218,1.9224030547645297,5.613074177683741
7.904232028291869,4.6792834410078346,2.0764639398754325,3.4773806265023577
7.630242312427803,4.782907398725132,0.9584574774583724,4.309025745961761
6.339725745787981,5.055713832055056,1.4502368471703784,4.3265059953788505
6.663436435721316,4.5864564160365875,-0.8922216926352656,3.840427859479803
6.6167666617540375,4.357593014982525,-0.029303011534431267,4.014250946254915
7.011766371218447,4.988245572779307,-0.8501551890984587,5.233169380030057
5.9327202619095,4.403795551420423,0.17324743260709094,4.977271147262786
6.519848625333065,5.122593445684375,0.9081521740412963,4.490546276493254
2.9826524371119776,2.812106320924847,0.5210061871145517,3.18633763478858
4.005654468899152,2.6240738053348633,-2.447954562326503,2.194828072150109
2.7098925699141105,1.233900955898858,2.0999787376426697,2.0924218252309696
4.129180169794285,2.6836935382943614,0.5672459518709783,3.458011619976456
0.5729333441362774,0.5311935941868372,-0.21976035321073006,0.41795264590755415
0.02135189635686674,-0.4669331356554987,1.0571279189909522,1.7556450824892702
-0.21212817508745552,-0.6270651800087403,1.4631558337527848,-1.0892640580354924
-2.156461938188743,-1.3376294159571773,1.0340943565131187,-1.4843682010058439
-0.9173946491908259,-0.6665024302188036,2.321973593877374,-0.12095542934672841
-1.4432679238837858,-0.9938890490128568,1.930561701129582,-0.09096575905922627
-0.7548887949995632,-0.9076698238497289,2.520638007309974,1.0248879351627342
-0.7096802778662786,-0.6119765516092787,2.581982076962631,0.12791276124197343
0.7560371970745283,0.06710946581801763,2.1203626990102427,-0.28178985298628767
-0.15970980395530787,0.3333023427936779,3.9129273855005753,1.7050148619348113
-1.5983399093058481,-0.6012132691522174,4.48659463798395,0.8758550644839438
